last_val_loss,model_scale,depth,width,num_params,num_non_embedding_params,num_heads,qk_activ,qk_norm,attn_activ,post_attn_norm,seed,run_num,max_epochs,max_steps,max_tokens,max_time_seconds,gpu_capacity_scalar,train_loss,val_loss,train_acc,val_acc,train_pplx,val_pplx,grad_norm,cumulative_time,tokens_seen,epoch,batch_size,seq_length,learning_rate,weight_decay
13.202531814575195,1.0,8,384,46009736,7376264,1,none,none,none,none,12345,1,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.53125, 7.40625, 7.09375, 7.03125, 6.46875, 6.15625, 5.875, 5.625, 6.5, 6.40625]","[10.550821304321289, 7.543759822845459, 7.472278594970703, 7.45548152923584, 7.606861591339111, 14.695181846618652, 9.477093696594238, 10.23265266418457, 9.67049503326416, 13.199337005615234, 13.202531814575195]","[3.495525743346661e-05, 0.053184423595666885, 0.07111646980047226, 0.11940716207027435, 0.14862975478172302, 0.16292645037174225, 0.18701063096523285, 0.19740982353687286, 0.20618358254432678, 0.1572112739086151, 0.14749370515346527]","[0.0023893227335065603, 0.051953114569187164, 0.05156901106238365, 0.045820318162441254, 0.04294270649552345, 0.013457032851874828, 0.030807292088866234, 0.03160156309604645, 0.029088540002703667, 0.01880859024822712, 0.019055984914302826]","[56246.13703982564, 1865.4263914768694, 1646.2331508957907, 1204.4101552572106, 1131.4386804004107, 644.6745712520105, 471.65409105600037, 356.02325372294456, 277.27123541786733, 665.1387248900919, 605.615738958382]","[38208.546875, 1888.9095458984375, 1758.600830078125, 1729.3082275390625, 2011.9439697265625, 2410084.5, 13057.103515625, 27795.962890625, 15843.0908203125, 540002.1875, 541730.1875]","[2.9460343754052376, 0.5944355423320219, 0.3903767935640744, 1.085782810989586, 6.78913722851772, 2.1694705813163493, 0.9023058759687677, 0.3585509669477308, 0.5649300395247394, 4.486669704269488, 0.6719561572184437]","[0.0, 0.824972412109375, 1.8827015380859375, 2.9335648193359374, 3.9841164550781247, 5.040139892578125, 6.921221557617187, 12.023556030273436, 19.518556518554686, 24.215873413085937, 155.87601403808594]","[57216, 629376, 1201536, 1773696, 2345856, 3375744, 6179328, 10298880, 12873600, 84965760, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.010080610418171126, 0.014880901093490712, 0.019681191768810297, 0.028321714984385547, 0.05184313929345151, 0.08640523215575252, 0.10800654019469065, 0.7128431652849583, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 894, 894]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012881937599985205, 0.001535729031527648, 0.0017832643030567753, 0.002030799574585903, 0.0022783348461150304, 0.002303088373267943]","[16.0, 4.825740252468725e-06, 7.437018978882813e-06, 1.077457809999484e-05, 1.6604860109933162e-05, 3.943711315207797e-05, 7.315445110409139e-05, 0.00012756831866508864, 0.0002224564012363623, 4.19506486590189e-05, 4.19506486590189e-05]"
9.716731071472168,1.0,8,384,46009736,7376264,1,none,none,none,none,12346,2,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.5625, 7.375, 7.34375, 6.9375, 6.53125, 6.125, 5.9375, 5.875]","[10.653436660766602, 7.51878023147583, 7.475255966186523, 7.466715335845947, 7.444946765899658, 7.803439140319824, 10.449300765991211, 10.347711563110352, 9.716731071472168]","[1.7477628716733307e-05, 0.055526427924633026, 0.07071448862552643, 0.11809633672237396, 0.1257515400648117, 0.15628495812416077, 0.182081937789917, 0.19354726374149323, 0.1954173594713211]","[0.0011197914136573672, 0.050494786351919174, 0.052421875298023224, 0.05178385600447655, 0.052376292645931244, 0.040820300579071045, 0.02356770634651184, 0.02636718936264515, 0.034492190927267075]","[56246.13703982564, 1924.6413411243739, 1595.5839150847185, 1546.492991403887, 1030.1867067355267, 686.2524800524116, 457.1428298375312, 378.9847649011606, 356.02325372294456]","[42337.5546875, 1842.309814453125, 1763.8446044921875, 1748.844482421875, 1711.18603515625, 2448.997802734375, 34519.99609375, 31185.38671875, 16592.810546875]","[2.9370038385991064, 0.5988454332232974, 0.41112810073290995, 24.145070162394905, 1.0951543784702122, 2.6279555496309785, 1.6409732403601582, 0.4087127374621991, 0.1448243622833796]","[0.0, 0.13351750183105468, 1.1982118377685547, 2.258216110229492, 3.321233688354492, 15.499171188354492, 33.31435478210449, 86.86158134460449, 202.02022978210448]","[57216, 629376, 1201536, 1773696, 8467968, 18251904, 47660928, 110884608, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.010080610418171126, 0.014880901093490712, 0.07104430199472984, 0.15312927254269473, 0.39986421325412136, 0.9302963328769355, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012881937599985205, 0.001535729031527648, 0.0017832643030567753, 0.001832771357362601]","[16.0, 5.133310165740005e-06, 7.437018978882813e-06, 1.296883501547282e-05, 1.1461298867871792e-05, 4.19506486590189e-05, 7.315445110409139e-05, 0.00011992487312192845, 0.0001443477303088597]"
8.903069496154785,1.0,8,384,46009736,7376264,1,none,none,none,none,12347,3,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.5625, 7.40625, 7.09375, 7.125, 7.0, 6.59375, 6.4375, 6.15625, 6.0625, 5.90625, 5.84375, 5.71875, 5.65625, 5.59375, 5.5, 5.40625, 5.5, 5.375, 5.25, 5.15625, 5.125, 5.0625]","[10.652103424072266, 7.508699893951416, 7.4733710289001465, 7.474294185638428, 7.499963283538818, 7.521521091461182, 9.824787139892578, 7.388540267944336, 13.823697090148926, 13.160994529724121, 13.443377494812012, 14.437938690185547, 14.152116775512695, 14.06847858428955, 14.455592155456543, 14.689805030822754, 13.674700736999512, 7.617546081542969, 7.622257709503174, 7.530163764953613, 8.401874542236328, 8.882765769958496, 8.903069496154785]","[0.0, 0.056417785584926605, 0.06950853019952774, 0.10734759271144867, 0.10269854962825775, 0.12645064294338226, 0.15296420454978943, 0.15535864233970642, 0.17540548741817474, 0.1717701405286789, 0.18589206039905548, 0.1878320723772049, 0.19588926434516907, 0.20274049043655396, 0.20146462321281433, 0.21357662975788116, 0.21605844795703888, 0.1996469497680664, 0.2165652960538864, 0.22056767344474792, 0.22934144735336304, 0.22682467103004456, 0.23234759271144867]","[0.001295572961680591, 0.04316405579447746, 0.052265625447034836, 0.04259765148162842, 0.05412760376930237, 0.053802091628313065, 0.02666666731238365, 0.04817057400941849, 0.017884114757180214, 0.035729166120290756, 0.04006509482860565, 0.03529947251081467, 0.03516276180744171, 0.03382812812924385, 0.03414714336395264, 0.03187500312924385, 0.03643229603767395, 0.07714194804430008, 0.08582030981779099, 0.09095053374767303, 0.08220052719116211, 0.08013671636581421, 0.08026693761348724]","[56246.13703982564, 1924.6413411243739, 1646.2331508957907, 1204.4101552572106, 1242.6422114907643, 1096.6279948676925, 730.5119317231281, 624.8400330136221, 471.65409105600037, 429.4459639751441, 367.32463722371847, 345.0695770081813, 304.52285849066146, 286.07276321815306, 268.7405019803435, 244.69102700608175, 222.79372947539696, 244.69102700608175, 215.93909157961207, 190.56559548899648, 173.51196015715834, 168.1735618985282, 157.98444750913964]","[42281.1484375, 1823.83203125, 1760.5230712890625, 1762.1490478515625, 1807.96728515625, 1847.3662109375, 18486.21875, 1617.3358154296875, 1008211.125, 519689.125, 689256.5625, 1863429.875, 1400174.875, 1287830.375, 1896618.0, 2397160.75, 868646.8125, 2033.5557861328125, 2043.1597900390625, 1863.401611328125, 4455.38671875, 7206.654296875, 7354.47119140625]","[2.9251792884352614, 0.5085683854761563, 0.3305784678266042, 6.25145338921934, 0.5231370926798669, 2.0197906004799764, 1.1968082834864546, 0.42459618929921356, 0.17950132651756928, 0.4358448652447861, 0.17561669158181323, 0.4523894724968313, 0.31839805487626843, 0.6238079988255282, 0.3184007480425361, 0.9185667241171911, 0.315838312162201, 0.6419332813804549, 0.2914035167386934, 0.47128120317794664, 0.17379591407654274, 0.3799557114093242, 0.02052020031584438]","[0.0, 0.13634719848632812, 1.2018321838378905, 2.2679147033691405, 3.335635772705078, 4.397674468994141, 5.45989810180664, 8.28944302368164, 17.054862945556643, 26.658293609619143, 33.589416656494144, 39.685732086181645, 43.06349453735352, 45.915978668212894, 48.13293447875977, 51.08599380493165, 53.9340255432129, 59.7152501525879, 76.1889610900879, 110.0637892150879, 141.7493497619629, 178.18656460571287, 214.52168960571288]","[57216, 629376, 1201536, 1773696, 2345856, 2918016, 4462848, 9268992, 14532864, 18309120, 21627648, 23458560, 25003392, 26204928, 27806976, 29351808, 32498688, 41424384, 59790720, 76955520, 96695040, 116377344, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.010080610418171126, 0.014880901093490712, 0.019681191768810297, 0.02448148244412988, 0.03744226726749276, 0.07776470894017727, 0.12192738315311745, 0.1536093016102267, 0.18145098752708028, 0.19681191768810297, 0.20977270251146585, 0.21985331292963697, 0.2332941268205318, 0.24625491164389468, 0.2726565103581524, 0.3475410448931379, 0.5016303755708965, 0.6456390958304841, 0.8112491241290097, 0.9763791233600034, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 894, 894, 894, 894, 894, 894, 894, 894, 447, 447, 447, 447, 447, 447]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64, 128, 128, 128, 128, 128, 128]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012881937599985205, 0.001535729031527648, 0.0017832643030567753, 0.002030799574585903, 0.0022783348461150304, 0.002525870117644158, 0.0020849689907315267, 0.001979855395364694, 0.0019191197705017973, 0.0018766717066370042, 0.0018441888881242435, 0.001817961276147158, 0.0017960166029650775, 0.0017771832587834063, 0.001760709484285411, 0.0017460846929163055, 0.0017329465855602355, 0.0017304726493572761]","[16.0, 4.825740252468725e-06, 6.991418925802423e-06, 1.1461298867871792e-05, 1.2191787977177698e-05, 1.560995522030087e-05, 3.080142865219785e-05, 4.462438505896866e-05, 7.315445110409139e-05, 9.366449843437201e-05, 0.0001443477303088597, 0.00015354777352902466, 0.00018481797833847983, 0.00020912759510040082, 0.0002517167032313775, 0.00028482569318538653, 0.0003428308179501458, 0.00028482569318538653, 0.00038792429788898984, 0.0005283415945018636, 0.0005283415945018636, 0.0006359390509137238, 0.0005978358168561423]"
7.575232982635498,1.0,8,384,46009736,7376264,1,none,none,none,none,12348,4,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.53125, 7.40625, 7.125, 6.8125, 6.5, 6.125, 5.78125, 5.53125, 7.25]","[10.581411361694336, 7.503792762756348, 7.4608893394470215, 7.464433670043945, 12.44060230255127, 10.798452377319336, 12.142704010009766, 8.868816375732422, 9.513922691345215, 7.575232982635498]","[1.7477628716733307e-05, 0.05669742822647095, 0.06730634719133377, 0.08592002093791962, 0.14079977571964264, 0.16346825659275055, 0.17834171652793884, 0.20097525417804718, 0.21460780501365662, 0.09673867374658585]","[0.004264323506504297, 0.05033853277564049, 0.051979172974824905, 0.04217447713017464, 0.019772138446569443, 0.029016926884651184, 0.021894531324505806, 0.05368489399552345, 0.04744141176342964, 0.021210938692092896]","[56246.13703982564, 1865.4263914768694, 1646.2331508957907, 1242.6422114907643, 909.1366542195793, 665.1387248900919, 457.1428298375312, 324.162881849071, 252.45834868093485, 1408.0979812711778]","[39395.40625, 1814.9041748046875, 1738.685302734375, 1744.858642578125, 252860.765625, 48944.65234375, 187718.015625, 7106.82373046875, 13546.9482421875, 1949.3048095703125]","[3.1919294003511705, 0.6001451836645537, 0.37782109287368554, 2.145666938683556, 1.3861167260763474, 1.9964302436881705, 1.8092542064449701, 0.45860860538954207, 1.1657460258859647, 2.6527803199371975]","[0.0, 0.1327740478515625, 1.191095947265625, 2.249938598632813, 3.313433471679688, 4.374443237304688, 6.3744971923828135, 14.203168579101565, 37.35406311035156, 59.26171350097656]","[57216, 629376, 1201536, 1773696, 2345856, 3432960, 7724160, 20426112, 32441472, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.010080610418171126, 0.014880901093490712, 0.019681191768810297, 0.028801744051917506, 0.06480392411681439, 0.17137037710890915, 0.27217648129062044, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 894]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 64]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012881937599985205, 0.001535729031527648, 0.0017832643030567753, 0.002030799574585903, 0.0022535813189621177]","[16.0, 5.460483134003999e-06, 6.991418925802423e-06, 8.415230529799516e-06, 2.1260304332771037e-05, 3.485282523702179e-05, 8.805245070495048e-05, 0.00015354777352902466, 0.0002677599381614384, 1.560995522030087e-05]"
9.307989120483398,1.0,8,384,46009736,7376264,1,none,none,none,none,12349,5,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.5, 7.34375, 7.125, 7.0, 6.75, 6.375, 6.28125, 6.03125, 6.125, 5.84375, 5.71875, 5.65625, 5.53125, 5.46875, 5.3125, 5.25, 5.375]","[10.666010856628418, 7.522729873657227, 7.458496570587158, 10.010504722595215, 7.589648723602295, 8.460017204284668, 9.732399940490723, 7.89047384262085, 15.501596450805664, 7.919763088226318, 8.599180221557617, 8.033926010131836, 8.202235221862793, 8.370055198669434, 9.166552543640137, 9.517062187194824, 9.374225616455078, 9.307989120483398]","[3.495525743346661e-05, 0.05568372458219528, 0.07632480561733246, 0.10540758073329926, 0.12929949164390564, 0.1346651315689087, 0.1694980412721634, 0.16879893839359283, 0.18746504187583923, 0.1739373654127121, 0.18812920153141022, 0.19419392943382263, 0.19555719196796417, 0.20787891745567322, 0.20731963217258453, 0.22161632776260376, 0.21562150120735168, 0.2076691836118698]","[0.004628905560821295, 0.05042317882180214, 0.04460286349058151, 0.015957029536366463, 0.054218754172325134, 0.03412109240889549, 0.028867186978459358, 0.035305995494127274, 0.018964841961860657, 0.03779948130249977, 0.04889973625540733, 0.061158858239650726, 0.049615878611803055, 0.04949219897389412, 0.04173176735639572, 0.04319661110639572, 0.042832039296627045, 0.04613281041383743]","[56246.13703982564, 1808.033293094239, 1546.492991403887, 1242.6422114907643, 1096.6279948676925, 854.0548847615563, 586.9829138590279, 534.454058724998, 416.23330944582995, 457.1428298375312, 345.0695770081813, 304.52285849066146, 286.07276321815306, 252.45834868093485, 237.16268053769682, 202.85601193019082, 190.56559548899648, 215.93909157961207]","[42873.27734375, 1849.6007080078125, 1734.530029296875, 22258.923828125, 1977.6090087890625, 4722.11328125, 16854.849609375, 2671.696044921875, 5398256.0, 2751.105224609375, 5427.1787109375, 3083.80908203125, 3649.078369140625, 4315.85107421875, 9571.513671875, 13589.544921875, 11780.7197265625, 11025.6884765625]","[3.034394660697193, 0.6116308964627902, 0.4272186352216776, 1.7768230178440123, 1.1404353251075328, 1.3248746536003213, 0.4131038230725755, 0.5430063090609909, 0.28416753526640637, 0.9060265436692163, 0.20551579808383985, 0.15615236028618767, 1.1654788296035177, 0.19001498014016027, 0.9103387927911384, 0.3017495595550325, 1.280455101387314, 1.2927999069286569]","[0.0, 0.13400457763671875, 1.2005471801757812, 2.2623932495117187, 3.3224664916992186, 4.378464416503906, 5.962526672363281, 8.695575744628906, 18.498850158691404, 35.2870181274414, 57.0950278930664, 101.4404458618164, 127.6751509399414, 139.7563882446289, 158.24456011962891, 171.1642651977539, 191.3247144165039, 213.7898413696289]","[57216, 629376, 1201536, 1773696, 2345856, 3204096, 4691712, 10070016, 19281792, 31182720, 55385088, 69689088, 76268928, 86338944, 93376512, 104361984, 116606208, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.010080610418171126, 0.014880901093490712, 0.019681191768810297, 0.026881627781789673, 0.039362383537620595, 0.08448511588562468, 0.16176979575827, 0.26161584180491737, 0.46466813737093576, 0.5846754042539254, 0.6398787470201006, 0.7243638629057253, 0.7834074382121562, 0.8755730191782922, 0.9782992396301313, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 1788, 894, 894, 894, 894, 894, 894, 894, 894, 447]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64, 128]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012881937599985205, 0.001535729031527648, 0.0017832643030567753, 0.002030799574585903, 0.0022783348461150304, 0.002525870117644158, 0.0020849689907315267, 0.001979855395364694, 0.0019191197705017973, 0.0018766717066370042, 0.0018441888881242435, 0.001817961276147158, 0.0018155979338654962]","[16.0, 5.133310165740005e-06, 7.911019476767393e-06, 9.522108935145922e-06, 1.560995522030087e-05, 1.9986461578558905e-05, 6.077711265837625e-05, 5.7135561560611876e-05, 0.00010598444740041405, 7.781697063567682e-05, 0.0001443477303088597, 0.00018481797833847983, 0.0002224564012363623, 0.00028482569318538653, 0.0003428308179501458, 0.00043894904720773723, 0.0004966852220731928, 0.0004966852220731928]"
6.604998588562012,1.0,8,384,46009736,7376264,1,none,none,none,rms_norm,12345,1,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.5625, 7.375, 7.3125, 6.71875, 6.34375]","[10.269899368286133, 7.5279927253723145, 7.395267963409424, 7.330357074737549, 7.034082412719727, 6.604998588562012]","[0.0, 0.050178270787000656, 0.05203090235590935, 0.08887374401092529, 0.14179600775241852, 0.1669812649488449]","[0.009257812984287739, 0.053580738604068756, 0.052031245082616806, 0.05825520306825638, 0.10508464276790619, 0.14830727875232697]","[56246.13703982564, 1924.6413411243739, 1595.5839150847185, 1498.912435661121, 827.7783957779952, 568.9233601409298]","[28850.79296875, 1859.3604736328125, 1628.25341796875, 1525.9193115234375, 1134.648193359375, 738.7756958007812]","[13.149959368497727, 25.62527877991509, 0.42823022173254177, 5.694163803671476, 2.2813348891562226, 0.4225867671020136]","[0.0, 0.14152444458007812, 1.4874458312988281, 15.129966339111329, 23.47344876098633, 68.57156204223634]","[57216, 743808, 7781376, 12072576, 35302272, 119238144]","[0.0004800290675319584, 0.00624037787791546, 0.06528395318434635, 0.10128613324924322, 0.29617793466721837, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0012634402328456076]","[16.0, 5.133310165740005e-06, 6.991418925802423e-06, 1.3184361400898693e-06, 2.4056730606977642e-05, 5.7135561560611876e-05]"
6.449342250823975,1.0,8,384,46009736,7376264,1,none,none,none,rms_norm,12346,2,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.59375, 7.40625, 7.09375, 6.59375, 6.25]","[10.443092346191406, 7.507960319519043, 7.423279762268066, 7.29384708404541, 6.708146095275879, 6.449342250823975]","[6.991051486693323e-05, 0.047748882323503494, 0.05886465311050415, 0.11356963217258453, 0.1506222039461136, 0.1798972338438034]","[0.0032682286109775305, 0.05016276240348816, 0.05990885943174362, 0.09419921785593033, 0.13988934457302094, 0.16242840886116028]","[56246.13703982564, 1985.7359737643446, 1646.2331508957907, 1204.4101552572106, 730.5119317231281, 518.0106469058294]","[34306.34375, 1822.483642578125, 1674.508544921875, 1471.2127685546875, 819.0472412109375, 632.2836303710938]","[12.046599126505965, 7.757768023510158, 0.7523590431076993, 4.2116579179386004, 3.310838102539918, 2.14847211434933]","[0.0, 0.14084080505371094, 1.271188217163086, 2.844918197631836, 5.974210922241211, 34.20713279724121]","[57216, 629376, 1430400, 3032448, 17565312, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.012000726688298961, 0.025441540579193796, 0.14736892373231125, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.001213933178539782]","[16.0, 4.264781780805673e-06, 6.572517662636251e-06, 1.077457809999484e-05, 3.080142865219785e-05, 6.465075904032824e-05]"
6.551765441894531,1.0,8,384,46009736,7376264,1,none,none,none,rms_norm,12347,3,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.625, 7.375, 7.34375, 6.9375, 6.53125]","[10.324531555175781, 7.49690580368042, 7.376858711242676, 7.349674224853516, 6.900935173034668, 6.551765441894531]","[1.7477628716733307e-05, 0.04876258596777916, 0.055019576102495193, 0.07784535735845566, 0.11730984598398209, 0.15588296949863434]","[0.005631509702652693, 0.045045576989650726, 0.05100910738110542, 0.06112629920244217, 0.12387370318174362, 0.15876303613185883]","[56246.13703982564, 2048.7699568992143, 1595.5839150847185, 1546.492991403887, 1030.1867067355267, 686.2524800524116]","[30470.82421875, 1802.4478759765625, 1598.552734375, 1555.6822509765625, 993.1986694335938, 700.4767456054688]","[37.81959746484431, 12.34338220960267, 0.6498172146905156, 1.5082580122296187, 4.4085472071479215, 0.42857452227897747]","[0.0, 0.14059254455566406, 1.2747448883056642, 14.811214614868165, 36.665575942993165, 88.28606813049316]","[57216, 629376, 7609728, 18881280, 45486720, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.06384386598175047, 0.1584095922855463, 0.38162310868790694, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.0011891796513868696]","[16.0, 4.264781780805673e-06, 6.991418925802423e-06, 7.437018978882813e-06, 1.6604860109933162e-05, 3.080142865219785e-05]"
6.819711685180664,1.0,8,384,46009736,7376264,1,none,none,none,rms_norm,12348,4,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.59375, 7.375, 7.34375, 6.78125]","[10.252280235290527, 7.494167327880859, 7.3828301429748535, 7.454976558685303, 6.819711685180664]","[3.495525743346661e-05, 0.050492867827415466, 0.05638283118605614, 0.07401775568723679, 0.1329348385334015]","[0.011315107345581055, 0.0502929650247097, 0.051321614533662796, 0.06638020277023315, 0.12642575800418854]","[56246.13703982564, 1985.7359737643446, 1595.5839150847185, 1546.492991403887, 881.1654784726928]","[28346.919921875, 1797.5186767578125, 1608.126953125, 1728.4351806640625, 915.7169189453125]","[17.76931668310048, 5.708490759827571, 1.066516001488242, 20.880084797023738, 4.397453629646917]","[0.0, 0.1401433868408203, 1.272663284301758, 5.836009475708008, 15.392526077270507]","[57216, 629376, 2975232, 7895808, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.02496151151166184, 0.06624401131941027, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393]","[16.0, 4.536598847994959e-06, 6.991418925802423e-06, 9.522108935145922e-06, 2.4056730606977642e-05]"
6.890499591827393,1.0,8,384,46009736,7376264,1,none,none,none,rms_norm,12349,5,1,1000000000,1000000000000,1000000000,1.0,"[10.9375, 7.5625, 7.40625, 7.3125, 6.9375, 6.8125]","[10.354275703430176, 7.513983249664307, 7.384198188781738, 7.392085075378418, 7.042937278747559, 6.890499591827393]","[1.7477628716733307e-05, 0.05131431668996811, 0.053446587175130844, 0.07029502093791962, 0.12459801882505417, 0.13452531397342682]","[0.008860676549375057, 0.0499674454331398, 0.05171874910593033, 0.06145181879401207, 0.1067187562584877, 0.1338476538658142]","[56246.13703982564, 1924.6413411243739, 1646.2331508957907, 1498.912435661121, 1030.1867067355267, 909.1366542195793]","[31390.765625, 1833.493408203125, 1610.328369140625, 1623.0791015625, 1144.7398681640625, 982.8880004882812]","[14.919540148713281, 38.78380439633447, 0.8819606511551915, 3.611203512372737, 1.8870771107539235, 2.041851251750543]","[0.0, 0.14156016540527344, 1.279588119506836, 14.589412338256835, 32.45751585388184, 95.37878147888185]","[57216, 629376, 7495296, 16707072, 49148544, 119238144]","[0.0004800290675319584, 0.005280319742851543, 0.06288380784668655, 0.14016848771933185, 0.4123449690099523, 1.0003805767366014]","[1788, 1788, 1788, 1788, 1788, 1788]","[32, 32, 32, 32, 32, 32]","[5.051740235288316e-05, 0.0002980526738820106, 0.0005455879454111381, 0.0007931232169402655, 0.001040658488469393, 0.001213933178539782]","[16.0, 4.536598847994959e-06, 6.991418925802423e-06, 2.2991175399462103e-06, 1.4674661536837195e-05, 2.1260304332771037e-05]"
